"","participant_id","age","age_cat","trial_type","trial_id","obs_num","zhr_pt"
"1",8002,11.63039,12,"lullaby",1,1,-0.75566787
"2",8002,11.63039,12,"lullaby",1,2,0.85281169
"3",8002,11.63039,12,"lullaby",1,3,-1.752921
"4",8002,11.63039,12,"lullaby",1,4,1.6514894
"5",8002,11.63039,12,"lullaby",1,5,-0.75566787
"6",8002,11.63039,12,"lullaby",1,6,-0.47073388
"7",8002,11.63039,12,"lullaby",1,7,0.15092129
"8",8002,11.63039,12,"lullaby",1,8,0.15092129
"9",8002,11.63039,12,"lullaby",1,9,0.4908995
"10",8002,11.63039,12,"lullaby",1,10,0.4908995
"11",8002,11.63039,12,"lullaby",1,11,-1.0251833
"12",8002,11.63039,12,"lullaby",1,12,-1.752921
"13",8002,11.63039,12,"lullaby",1,13,-1.2805301
"14",8002,11.63039,12,"lullaby",1,14,-1.2805301
"15",8002,11.63039,12,"lullaby",1,15,-1.2805301
"16",8002,11.63039,12,"lullaby",1,16,-1.5227816
"17",8002,11.63039,12,"lullaby",1,17,-0.75566787
"18",8002,11.63039,12,"lullaby",1,18,-2.3791001
"19",8002,11.63039,12,"lullaby",1,19,0.85281169
"20",8002,11.63039,12,"lullaby",1,20,1.238852
"21",8002,11.63039,12,"lullaby",1,21,-0.75566787
"22",8002,11.63039,12,"lullaby",1,22,0.15092129
"23",8003,8.8049278,9,"non-lullaby",1,1,-0.74953985
"24",8003,8.8049278,9,"non-lullaby",1,2,-0.74953985
"25",8003,8.8049278,9,"non-lullaby",1,3,0.34071514
"26",8003,8.8049278,9,"non-lullaby",1,4,2.2680907
"27",8003,8.8049278,9,"non-lullaby",1,5,-0.74953985
"28",8003,8.8049278,9,"non-lullaby",1,6,-0.22144751
"29",8003,8.8049278,9,"non-lullaby",1,7,0.34071514
"30",8003,8.8049278,9,"non-lullaby",1,8,0.94035637
"31",8003,8.8049278,9,"non-lullaby",1,9,1.5813109
"32",8003,8.8049278,9,"non-lullaby",1,10,0.94035637
"33",8003,8.8049278,9,"non-lullaby",1,11,3.8000896
"34",8003,8.8049278,9,"non-lullaby",1,12,2.2680907
"35",8003,8.8049278,9,"non-lullaby",1,13,-0.74953985
"36",8003,8.8049278,9,"non-lullaby",1,14,3.0057461
"37",8003,8.8049278,9,"non-lullaby",1,15,0.94035637
"38",8003,8.8049278,9,"non-lullaby",1,16,0.34071514
"39",8003,8.8049278,9,"non-lullaby",1,17,3.0057461
"40",8003,8.8049278,9,"non-lullaby",1,18,2.2680907
"41",8003,8.8049278,9,"non-lullaby",1,19,-2.1577559
"42",8004,8.3778238,8,"lullaby",1,1,1.3559142
"43",8004,8.3778238,8,"lullaby",1,2,0.62252265
"44",8004,8.3778238,8,"lullaby",1,3,-0.59977698
"45",8004,8.3778238,8,"lullaby",1,4,-0.59977698
"46",8004,8.3778238,8,"lullaby",1,5,0.28916299
"47",8004,8.3778238,8,"lullaby",1,6,0.62252265
"48",8004,8.3778238,8,"lullaby",1,7,-1.1144214
"49",8004,8.3778238,8,"lullaby",1,8,-0.59977698
"50",8004,8.3778238,8,"lullaby",1,9,-0.024567693
"51",8004,8.3778238,8,"lullaby",1,10,0.28916299
"52",8004,8.3778238,8,"lullaby",1,11,-0.86404562
"53",8004,8.3778238,8,"lullaby",1,12,-0.59977698
"54",8004,8.3778238,8,"lullaby",1,13,0.28916299
"55",8004,8.3778238,8,"lullaby",1,14,-0.59977698
"56",8004,8.3778238,8,"lullaby",1,15,-0.86404562
"57",8004,8.3778238,8,"lullaby",1,16,-0.86404562
"58",8004,8.3778238,8,"lullaby",1,17,0.62252265
"59",8004,8.3778238,8,"lullaby",1,18,-0.024567693
"60",8004,8.3778238,8,"lullaby",1,19,-0.32039002
"61",8004,8.3778238,8,"lullaby",1,20,-0.024567693
"62",8004,8.3778238,8,"lullaby",1,21,1.3559142
"63",8004,8.3778238,8,"lullaby",1,22,0.28916299
"64",8004,8.3778238,8,"lullaby",1,23,-0.024567693
"65",8004,8.3778238,8,"lullaby",1,24,0.97738922
"66",8004,8.3778238,8,"lullaby",1,25,2.1940501
"67",8004,8.3778238,8,"lullaby",1,26,1.3559142
"68",8004,8.3778238,8,"lullaby",1,27,-0.59977698
"69",8005,3.9425051,4,"non-lullaby",1,1,-0.36315957
"70",8005,3.9425051,4,"non-lullaby",1,2,-0.03361981
"71",8005,3.9425051,4,"non-lullaby",1,3,-1.95602
"72",8005,3.9425051,4,"non-lullaby",1,4,-0.03361981
"73",8005,3.9425051,4,"non-lullaby",1,5,0.69873786
"74",8005,3.9425051,4,"non-lullaby",1,6,0.69873786
"75",8005,3.9425051,4,"non-lullaby",1,7,-3.0937643
"76",8005,3.9425051,4,"non-lullaby",1,8,-3.8199899
"77",8005,3.9425051,4,"non-lullaby",1,9,-4.1860046
"78",8005,3.9425051,4,"non-lullaby",1,10,-4.4065499
"79",8005,3.9425051,4,"non-lullaby",1,11,-3.8199899
"80",8005,3.9425051,4,"non-lullaby",1,12,-4.2984357
"81",8005,3.9425051,4,"non-lullaby",1,13,-2.9272614
"82",8005,3.9425051,4,"non-lullaby",1,14,-1.7284665
"83",8005,3.9425051,4,"non-lullaby",1,15,-2.3751845
"84",8005,3.9425051,4,"non-lullaby",1,16,-0.96048826
"85",8005,3.9425051,4,"non-lullaby",1,17,-2.5686512
"86",8005,3.9425051,4,"non-lullaby",1,18,-1.95602
"87",8005,3.9425051,4,"non-lullaby",1,19,-2.1712601
"88",8005,3.9425051,4,"non-lullaby",1,20,-2.3751845
"89",8006,8.016427,8,"lullaby",1,1,2.6491179
"90",8006,8.016427,8,"lullaby",1,2,-0.58289659
"91",8006,8.016427,8,"lullaby",1,3,-0.58289659
"92",8006,8.016427,8,"lullaby",1,4,-1.264659
"93",8006,8.016427,8,"lullaby",1,5,-1.9051027
"94",8006,8.016427,8,"lullaby",1,6,-1.9051027
"95",8006,8.016427,8,"lullaby",1,7,2.6491179
"96",8006,8.016427,8,"lullaby",1,8,-1.9051027
"97",8006,8.016427,8,"lullaby",1,9,-1.9051027
"98",8006,8.016427,8,"lullaby",1,10,-1.9051027
"99",8006,8.016427,8,"lullaby",1,11,-3.0761633
"100",8006,8.016427,8,"lullaby",1,12,0.14431792
"101",8006,8.016427,8,"lullaby",1,13,-1.9051027
"102",8006,8.016427,8,"lullaby",1,14,0.14431792
"103",8006,8.016427,8,"lullaby",1,15,0.14431792
"104",8006,8.016427,8,"lullaby",1,16,-0.58289659
"105",8006,8.016427,8,"lullaby",1,17,-1.264659
"106",8006,8.016427,8,"lullaby",1,18,0.92163521
"107",8006,8.016427,8,"lullaby",1,19,-0.58289659
"108",8006,8.016427,8,"lullaby",1,20,-1.264659
"109",8006,8.016427,8,"lullaby",1,21,-0.58289659
"110",8006,8.016427,8,"lullaby",1,22,-0.58289659
"111",8006,8.016427,8,"lullaby",1,23,-2.5078356
"112",8006,8.016427,8,"lullaby",1,24,1.754527
"113",8006,8.016427,8,"lullaby",1,25,0.14431792
"114",8006,8.016427,8,"lullaby",1,26,-2.5078356
"115",8007,11.236139,11,"non-lullaby",1,1,0.85504448
"116",8007,11.236139,11,"non-lullaby",1,2,4.4312072
"117",8007,11.236139,11,"non-lullaby",1,3,-1.2582101
"118",8007,11.236139,11,"non-lullaby",1,4,0.10517922
"119",8007,11.236139,11,"non-lullaby",1,5,0.10517922
"120",8007,11.236139,11,"non-lullaby",1,6,0.10517922
"121",8007,11.236139,11,"non-lullaby",1,7,0.85504448
"122",8007,11.236139,11,"non-lullaby",1,8,0.10517922
"123",8007,11.236139,11,"non-lullaby",1,9,-0.59781826
"124",8007,11.236139,11,"non-lullaby",1,10,-0.59781826
"125",8007,11.236139,11,"non-lullaby",1,11,-0.59781826
"126",8007,11.236139,11,"non-lullaby",1,12,-0.59781826
"127",8007,11.236139,11,"non-lullaby",1,13,-1.2582101
"128",8007,11.236139,11,"non-lullaby",1,14,-2.4657459
"129",8007,11.236139,11,"non-lullaby",1,15,-2.4657459
"130",8007,11.236139,11,"non-lullaby",1,16,0.10517922
"131",8007,11.236139,11,"non-lullaby",1,17,-1.8797164
"132",8007,11.236139,11,"non-lullaby",1,18,-2.4657459
"133",8007,11.236139,11,"non-lullaby",1,19,-1.8797164
"134",8007,11.236139,11,"non-lullaby",1,20,-0.59781826
"135",8007,11.236139,11,"non-lullaby",1,21,-1.8797164
"136",8007,11.236139,11,"non-lullaby",1,22,-1.8797164
"137",8007,11.236139,11,"non-lullaby",1,23,-1.2582101
"138",8007,11.236139,11,"non-lullaby",1,24,1.6565731
"139",8007,11.236139,11,"non-lullaby",1,25,0.10517922
"140",8007,11.236139,11,"non-lullaby",1,26,-0.59781826
"141",8007,11.236139,11,"non-lullaby",1,27,-0.59781826
"142",8007,11.236139,11,"non-lullaby",1,28,0.85504448
"143",8007,11.236139,11,"non-lullaby",1,29,1.6565731
"144",8008,10.480493,10,"lullaby",1,1,0.76297933
"145",8008,10.480493,10,"lullaby",1,2,0.76297933
"146",8008,10.480493,10,"lullaby",1,3,-0.77625608
"147",8008,10.480493,10,"lullaby",1,4,0.21450515
"148",8008,10.480493,10,"lullaby",1,5,-0.29737225
"149",8008,10.480493,10,"lullaby",1,6,-0.77625608
"150",8008,10.480493,10,"lullaby",1,7,-1.2252089
"151",8008,10.480493,10,"lullaby",1,8,-0.77625608
"152",8008,10.480493,10,"lullaby",1,9,-0.29737225
"153",8008,10.480493,10,"lullaby",1,10,-0.29737225
"154",8008,10.480493,10,"lullaby",1,11,-0.29737225
"155",8008,10.480493,10,"lullaby",1,12,-1.2252089
"156",8008,10.480493,10,"lullaby",1,13,-0.29737225
"157",8008,10.480493,10,"lullaby",1,14,0.21450515
"158",8008,10.480493,10,"lullaby",1,15,-0.77625608
"159",8008,10.480493,10,"lullaby",1,16,-0.29737225
"160",8008,10.480493,10,"lullaby",1,17,0.21450515
"161",8008,10.480493,10,"lullaby",1,18,0.21450515
"162",8008,10.480493,10,"lullaby",1,19,0.21450515
"163",8008,10.480493,10,"lullaby",1,20,-0.77625608
"164",8008,10.480493,10,"lullaby",1,21,0.76297933
"165",8008,10.480493,10,"lullaby",1,22,1.3520836
"166",8008,10.480493,10,"lullaby",1,23,0.76297933
"167",8008,10.480493,10,"lullaby",1,24,-0.29737225
"168",8008,10.480493,10,"lullaby",1,25,0.76297933
"169",8008,10.480493,10,"lullaby",1,26,0.76297933
"170",8008,10.480493,10,"lullaby",1,27,0.76297933
"171",8008,10.480493,10,"lullaby",1,28,-0.29737225
"172",8008,10.480493,10,"lullaby",1,29,0.21450515
"173",8008,10.480493,10,"lullaby",1,30,0.76297933
"174",8008,10.480493,10,"lullaby",1,31,0.76297933
"175",8009,12.353183,12,"non-lullaby",1,1,-0.080030859
"176",8009,12.353183,12,"non-lullaby",1,2,-0.080030859
"177",8009,12.353183,12,"non-lullaby",1,3,-0.84978598
"178",8009,12.353183,12,"non-lullaby",1,4,-1.5262588
"179",8009,12.353183,12,"non-lullaby",1,5,-0.080030859
"180",8009,12.353183,12,"non-lullaby",1,6,-1.8346317
"181",8009,12.353183,12,"non-lullaby",1,7,-0.84978598
"182",8009,12.353183,12,"non-lullaby",1,8,-1.8346317
"183",8009,12.353183,12,"non-lullaby",1,9,-1.1985923
"184",8009,12.353183,12,"non-lullaby",1,10,-1.5262588
"185",8009,12.353183,12,"non-lullaby",1,11,-1.5262588
"186",8009,12.353183,12,"non-lullaby",1,12,-2.125402
"187",8009,12.353183,12,"non-lullaby",1,13,-2.6597731
"188",8009,12.353183,12,"non-lullaby",1,14,-0.47772533
"189",8009,12.353183,12,"non-lullaby",1,15,-1.8346317
"190",8009,12.353183,12,"non-lullaby",1,16,-1.8346317
"191",8009,12.353183,12,"non-lullaby",1,17,-0.080030859
"192",8009,12.353183,12,"non-lullaby",1,18,-0.080030859
"193",8009,12.353183,12,"non-lullaby",1,19,-0.84978598
"194",8010,4.1396303,4,"non-lullaby",1,1,0.49433035
"195",8010,4.1396303,4,"non-lullaby",1,2,-0.96418077
"196",8010,4.1396303,4,"non-lullaby",1,3,-0.02783029
"197",8010,4.1396303,4,"non-lullaby",1,4,0.49433035
"198",8010,4.1396303,4,"non-lullaby",1,5,0.49433035
"199",8010,4.1396303,4,"non-lullaby",1,6,-0.02783029
"200",8010,4.1396303,4,"non-lullaby",1,7,-0.51272702
"201",8010,4.1396303,4,"non-lullaby",1,8,-1.3855114
"202",8010,4.1396303,4,"non-lullaby",1,9,-0.51272702
"203",8010,4.1396303,4,"non-lullaby",1,10,-0.96418077
"204",8010,4.1396303,4,"non-lullaby",1,11,1.0583012
"205",8010,4.1396303,4,"non-lullaby",1,12,0.49433035
"206",8010,4.1396303,4,"non-lullaby",1,13,-0.51272702
"207",8010,4.1396303,4,"non-lullaby",1,14,-0.51272702
"208",8010,4.1396303,4,"non-lullaby",1,15,-0.96418077
"209",8010,4.1396303,4,"non-lullaby",1,16,-1.7796848
"210",8010,4.1396303,4,"non-lullaby",1,17,-0.02783029
"211",8010,4.1396303,4,"non-lullaby",1,18,0.49433035
"212",8010,4.1396303,4,"non-lullaby",1,19,-0.96418077
"213",8010,4.1396303,4,"non-lullaby",1,20,1.0583012
"214",8012,10.349076,10,"lullaby",1,1,0.037623264
"215",8012,10.349076,10,"lullaby",1,2,1.9431223
"216",8012,10.349076,10,"lullaby",1,3,0.037623264
"217",8012,10.349076,10,"lullaby",1,4,-0.5068174
"218",8012,10.349076,10,"lullaby",1,5,-0.5068174
"219",8012,10.349076,10,"lullaby",1,6,-0.5068174
"220",8012,10.349076,10,"lullaby",1,7,0.037623264
"221",8012,10.349076,10,"lullaby",1,8,0.62390375
"222",8012,10.349076,10,"lullaby",1,9,0.62390375
"223",8012,10.349076,10,"lullaby",1,10,-0.5068174
"224",8012,10.349076,10,"lullaby",1,11,-0.5068174
"225",8012,10.349076,10,"lullaby",1,12,-0.5068174
"226",8012,10.349076,10,"lullaby",1,13,0.037623264
"227",8012,10.349076,10,"lullaby",1,14,0.037623264
"228",8012,10.349076,10,"lullaby",1,15,-0.5068174
"229",8012,10.349076,10,"lullaby",1,16,-0.5068174
"230",8012,10.349076,10,"lullaby",1,17,0.62390375
"231",8012,10.349076,10,"lullaby",1,18,-0.5068174
"232",8012,10.349076,10,"lullaby",1,19,-0.5068174
"233",8012,10.349076,10,"lullaby",1,20,1.2571286
"234",8012,10.349076,10,"lullaby",1,21,0.62390375
"235",8012,10.349076,10,"lullaby",1,22,0.037623264
"236",8012,10.349076,10,"lullaby",1,23,-1.0137085
"237",8012,10.349076,10,"lullaby",1,24,1.2571286
"238",8012,10.349076,10,"lullaby",1,25,1.2571286
"239",8012,10.349076,10,"lullaby",1,26,-0.5068174
"240",8012,10.349076,10,"lullaby",1,27,0.037623264
"241",8012,10.349076,10,"lullaby",1,28,1.2571286
"242",8012,10.349076,10,"lullaby",1,29,0.62390375
"243",8012,10.349076,10,"lullaby",1,30,0.037623264
"244",8012,10.349076,10,"lullaby",1,31,0.037623264
"245",8012,10.349076,10,"lullaby",1,32,1.9431223
"246",8013,11.104723,11,"non-lullaby",1,1,0.083096713
"247",8013,11.104723,11,"non-lullaby",1,2,0.083096713
"248",8013,11.104723,11,"non-lullaby",1,3,-1.1654903
"249",8013,11.104723,11,"non-lullaby",1,4,0.55479509
"250",8013,11.104723,11,"non-lullaby",1,5,-1.1654903
"251",8013,11.104723,11,"non-lullaby",1,6,0.55479509
"252",8013,11.104723,11,"non-lullaby",1,7,-1.1654903
"253",8013,11.104723,11,"non-lullaby",1,8,-0.35911971
"254",8013,11.104723,11,"non-lullaby",1,9,-0.7745353
"255",8013,11.104723,11,"non-lullaby",1,10,-0.7745353
"256",8013,11.104723,11,"non-lullaby",1,11,-0.35911971
"257",8013,11.104723,11,"non-lullaby",1,12,-0.7745353
"258",8013,11.104723,11,"non-lullaby",1,13,-0.35911971
"259",8013,11.104723,11,"non-lullaby",1,14,-1.5341288
"260",8013,11.104723,11,"non-lullaby",1,15,-0.7745353
"261",8013,11.104723,11,"non-lullaby",1,16,-0.7745353
"262",8013,11.104723,11,"non-lullaby",1,17,-1.5341288
"263",8013,11.104723,11,"non-lullaby",1,18,1.5992365
"264",8013,11.104723,11,"non-lullaby",1,19,-0.7745353
"265",8013,11.104723,11,"non-lullaby",1,20,-1.5341288
"266",8013,11.104723,11,"non-lullaby",1,21,1.5992365
"267",8014,7.983573,8,"non-lullaby",1,1,1.1723081
"268",8014,7.983573,8,"non-lullaby",1,2,0.032467764
"269",8014,7.983573,8,"non-lullaby",1,3,-0.48997498
"270",8014,7.983573,8,"non-lullaby",1,4,0.58564395
"271",8014,7.983573,8,"non-lullaby",1,5,-0.98414707
"272",8014,7.983573,8,"non-lullaby",1,6,-0.48997498
"273",8014,7.983573,8,"non-lullaby",1,7,-0.48997498
"274",8014,7.983573,8,"non-lullaby",1,8,1.1723081
"275",8014,7.983573,8,"non-lullaby",1,9,-2.3184958
"276",8014,7.983573,8,"non-lullaby",1,10,-2.7198594
"277",8014,7.983573,8,"non-lullaby",1,11,0.032467764
"278",8014,7.983573,8,"non-lullaby",1,12,-0.98414707
"279",8014,7.983573,8,"non-lullaby",1,13,-2.3184958
"280",8014,7.983573,8,"non-lullaby",1,14,-0.48997498
"281",8014,7.983573,8,"non-lullaby",1,15,0.032467764
"282",8014,7.983573,8,"non-lullaby",1,16,0.58564395
"283",8014,7.983573,8,"non-lullaby",1,17,0.58564395
"284",8014,7.983573,8,"non-lullaby",1,18,0.58564395
"285",8014,7.983573,8,"non-lullaby",1,19,0.58564395
"286",8014,7.983573,8,"non-lullaby",1,20,-0.98414707
"287",8018,9.6262836,10,"non-lullaby",1,1,0.50979584
"288",8018,9.6262836,10,"non-lullaby",1,2,0.50979584
"289",8018,9.6262836,10,"non-lullaby",1,3,0.99450052
"290",8018,9.6262836,10,"non-lullaby",1,4,0.057432927
"291",8018,9.6262836,10,"non-lullaby",1,5,-0.76252681
"292",8018,9.6262836,10,"non-lullaby",1,6,1.5151113
"293",8018,9.6262836,10,"non-lullaby",1,7,0.50979584
"294",8018,9.6262836,10,"non-lullaby",1,8,0.057432927
"295",8018,9.6262836,10,"non-lullaby",1,9,0.50979584
"296",8018,9.6262836,10,"non-lullaby",1,10,0.99450052
"297",8018,9.6262836,10,"non-lullaby",1,11,0.99450052
"298",8018,9.6262836,10,"non-lullaby",1,12,0.057432927
"299",8018,9.6262836,10,"non-lullaby",1,13,0.057432927
"300",8018,9.6262836,10,"non-lullaby",1,14,0.50979584
"301",8018,9.6262836,10,"non-lullaby",1,15,0.99450052
"302",8018,9.6262836,10,"non-lullaby",1,16,-0.76252681
"303",8018,9.6262836,10,"non-lullaby",1,17,0.99450052
"304",8018,9.6262836,10,"non-lullaby",1,18,0.057432927
"305",8018,9.6262836,10,"non-lullaby",1,19,2.0757306
"306",8018,9.6262836,10,"non-lullaby",1,20,0.50979584
"307",8018,9.6262836,10,"non-lullaby",1,21,0.99450052
"308",8018,9.6262836,10,"non-lullaby",1,22,0.99450052
"309",8018,9.6262836,10,"non-lullaby",1,23,1.5151113
"310",8018,9.6262836,10,"non-lullaby",1,24,0.057432927
"311",8019,8.7720737,9,"lullaby",1,1,0.55021375
"312",8019,8.7720737,9,"lullaby",1,2,1.3888297
"313",8019,8.7720737,9,"lullaby",1,3,1.3888297
"314",8019,8.7720737,9,"lullaby",1,4,0.1728608
"315",8019,8.7720737,9,"lullaby",1,5,1.8564882
"316",8019,8.7720737,9,"lullaby",1,6,-1.1146417
"317",8019,8.7720737,9,"lullaby",1,7,-0.82204169
"318",8019,8.7720737,9,"lullaby",1,8,-0.82204169
"319",8019,8.7720737,9,"lullaby",1,9,-1.3905395
"320",8019,8.7720737,9,"lullaby",1,10,-0.82204169
"321",8019,8.7720737,9,"lullaby",1,11,-1.6511089
"322",8019,8.7720737,9,"lullaby",1,12,-0.5111348
"323",8019,8.7720737,9,"lullaby",1,13,-2.7632685
"324",8019,8.7720737,9,"lullaby",1,14,-1.8975782
"325",8019,8.7720737,9,"lullaby",1,15,-1.1146417
"326",8019,8.7720737,9,"lullaby",1,16,-0.82204169
"327",8019,8.7720737,9,"lullaby",1,17,-1.8975782
"328",8019,8.7720737,9,"lullaby",1,18,0.1728608
"329",8019,8.7720737,9,"lullaby",1,19,-0.5111348
"330",8019,8.7720737,9,"lullaby",1,20,-0.82204169
"331",8019,8.7720737,9,"lullaby",1,21,-0.5111348
"332",8019,8.7720737,9,"lullaby",1,22,0.1728608
"333",8019,8.7720737,9,"lullaby",1,23,-0.18016946
"334",8019,8.7720737,9,"lullaby",1,24,-0.18016946
"335",8020,4.7310061,5,"lullaby",1,1,-1.5133731
"336",8020,4.7310061,5,"lullaby",1,2,-1.1753786
"337",8020,4.7310061,5,"lullaby",1,3,-0.016563935
"338",8020,4.7310061,5,"lullaby",1,4,-0.42948321
"339",8020,4.7310061,5,"lullaby",1,5,-0.016563935
"340",8020,4.7310061,5,"lullaby",1,6,-2.6775584
"341",8020,4.7310061,5,"lullaby",1,7,0.42694372
"342",8020,4.7310061,5,"lullaby",1,8,-2.6775584
"343",8020,4.7310061,5,"lullaby",1,9,-1.1753786
"344",8020,4.7310061,5,"lullaby",1,10,-2.1296976
"345",8020,4.7310061,5,"lullaby",1,11,-1.5133731
"346",8020,4.7310061,5,"lullaby",1,12,-1.5133731
"347",8020,4.7310061,5,"lullaby",1,13,-1.8308831
"348",8020,4.7310061,5,"lullaby",1,14,-1.5133731
"349",8020,4.7310061,5,"lullaby",1,15,-1.5133731
"350",8020,4.7310061,5,"lullaby",1,16,-0.42948321
"351",8020,4.7310061,5,"lullaby",1,17,-1.1753786
"352",8020,4.7310061,5,"lullaby",1,18,-0.42948321
"353",8020,4.7310061,5,"lullaby",1,19,-0.81485051
"354",8020,4.7310061,5,"lullaby",1,20,-0.81485051
"355",8021,4.2710471,4,"lullaby",1,1,0.1672692
"356",8021,4.2710471,4,"lullaby",1,2,-0.46439698
"357",8021,4.2710471,4,"lullaby",1,3,-0.46439698
"358",8021,4.2710471,4,"lullaby",1,4,-1.0410988
"359",8021,4.2710471,4,"lullaby",1,5,-1.0410988
"360",8021,4.2710471,4,"lullaby",1,6,-1.0410988
"361",8021,4.2710471,4,"lullaby",1,7,-0.46439698
"362",8021,4.2710471,4,"lullaby",1,8,-1.5697757
"363",8021,4.2710471,4,"lullaby",1,9,-0.46439698
"364",8021,4.2710471,4,"lullaby",1,10,-2.0561585
"365",8021,4.2710471,4,"lullaby",1,11,0.86210197
"366",8021,4.2710471,4,"lullaby",1,12,-1.5697757
"367",8022,10.77618,11,"non-lullaby",1,1,-0.66751719
"368",8022,10.77618,11,"non-lullaby",1,2,-2.3128846
"369",8022,10.77618,11,"non-lullaby",1,3,-3.2615547
"370",8022,10.77618,11,"non-lullaby",1,4,-0.66751719
"371",8022,10.77618,11,"non-lullaby",1,5,-0.66751719
"372",8022,10.77618,11,"non-lullaby",1,6,-3.6984563
"373",8022,10.77618,11,"non-lullaby",1,7,-1.7966794
"374",8022,10.77618,11,"non-lullaby",1,8,-0.66751719
"375",8022,10.77618,11,"non-lullaby",1,9,0.6122393
"376",8022,10.77618,11,"non-lullaby",1,10,1.3182671
"377",8022,10.77618,11,"non-lullaby",1,11,0.6122393
"378",8022,10.77618,11,"non-lullaby",1,12,-1.2492244
"379",8022,10.77618,11,"non-lullaby",1,13,1.3182671
"380",8022,10.77618,11,"non-lullaby",1,14,0.6122393
"381",8022,10.77618,11,"non-lullaby",1,15,-3.6984563
"382",8022,10.77618,11,"non-lullaby",1,16,-1.7966794
"383",8022,10.77618,11,"non-lullaby",1,17,-1.2492244
"384",8022,10.77618,11,"non-lullaby",1,18,-2.3128846
"385",8022,10.77618,11,"non-lullaby",1,19,-3.6984563
"386",8022,10.77618,11,"non-lullaby",1,20,-1.7966794
"387",8022,10.77618,11,"non-lullaby",1,21,-3.2615547
"388",8022,10.77618,11,"non-lullaby",1,22,0.6122393
"389",8023,9.1991787,9,"lullaby",1,1,0.78345227
"390",8023,9.1991787,9,"lullaby",1,2,1.2190793
"391",8023,9.1991787,9,"lullaby",1,3,1.2190793
"392",8023,9.1991787,9,"lullaby",1,4,0.78345227
"393",8023,9.1991787,9,"lullaby",1,5,-0.33670759
"394",8023,9.1991787,9,"lullaby",1,6,-1.240062
"395",8023,9.1991787,9,"lullaby",1,7,-1.7510608
"396",8023,9.1991787,9,"lullaby",1,8,-1.5035458
"397",8023,9.1991787,9,"lullaby",1,9,-1.240062
"398",8023,9.1991787,9,"lullaby",1,10,-1.7510608
"399",8023,9.1991787,9,"lullaby",1,11,-2.2036457
"400",8023,9.1991787,9,"lullaby",1,12,-0.65859896
"401",8023,9.1991787,9,"lullaby",1,13,-1.9840016
"402",8023,9.1991787,9,"lullaby",1,14,-0.95901221
"403",8024,10.513347,11,"lullaby",1,1,0.23754035
"404",8024,10.513347,11,"lullaby",1,2,1.9734035
"405",8024,10.513347,11,"lullaby",1,3,1.4987466
"406",8024,10.513347,11,"lullaby",1,4,0.23754035
"407",8025,2.4312115,2,"non-lullaby",1,1,1.4908997
"408",8025,2.4312115,2,"non-lullaby",1,2,-0.33418944
"409",8025,2.4312115,2,"non-lullaby",1,3,-0.84897017
"410",8025,2.4312115,2,"non-lullaby",1,4,0.22348969
"411",8025,2.4312115,2,"non-lullaby",1,5,0.82966238
"412",8025,2.4312115,2,"non-lullaby",1,6,-0.33418944
"413",8025,2.4312115,2,"non-lullaby",1,7,-0.33418944
"414",8025,2.4312115,2,"non-lullaby",1,8,-0.33418944
"415",8025,2.4312115,2,"non-lullaby",1,9,-0.33418944
"416",8025,2.4312115,2,"non-lullaby",1,10,-0.84897017
"417",8025,2.4312115,2,"non-lullaby",1,11,0.22348969
"418",8025,2.4312115,2,"non-lullaby",1,12,-1.3255874
"419",8025,2.4312115,2,"non-lullaby",1,13,0.22348969
"420",8025,2.4312115,2,"non-lullaby",1,14,-2.1802683
"421",8025,2.4312115,2,"non-lullaby",1,15,1.4908997
"422",8025,2.4312115,2,"non-lullaby",1,16,0.22348969
"423",8025,2.4312115,2,"non-lullaby",1,17,0.22348969
"424",8025,2.4312115,2,"non-lullaby",1,18,-1.3255874
"425",8025,2.4312115,2,"non-lullaby",1,19,-0.33418944
"426",8025,2.4312115,2,"non-lullaby",1,20,-0.33418944
"427",8025,2.4312115,2,"non-lullaby",1,21,0.82966238
"428",8025,2.4312115,2,"non-lullaby",1,22,-0.33418944
"429",8025,2.4312115,2,"non-lullaby",1,23,0.82966238
"430",8025,2.4312115,2,"non-lullaby",1,24,-2.5648501
"431",8026,10.38193,10,"lullaby",1,1,0.49377823
"432",8026,10.38193,10,"lullaby",1,2,-1.0697523
"433",8026,10.38193,10,"lullaby",1,3,1.7533185
"434",8026,10.38193,10,"lullaby",1,4,-0.58579189
"435",8026,10.38193,10,"lullaby",1,5,-0.065980345
"436",8026,10.38193,10,"lullaby",1,6,-0.58579189
"437",8026,10.38193,10,"lullaby",1,7,-0.065980345
"438",8026,10.38193,10,"lullaby",1,8,-1.0697523
"439",8026,10.38193,10,"lullaby",1,9,-0.58579189
"440",8026,10.38193,10,"lullaby",1,10,-1.0697523
"441",8026,10.38193,10,"lullaby",1,11,-0.58579189
"442",8026,10.38193,10,"lullaby",1,12,-1.0697523
"443",8026,10.38193,10,"lullaby",1,13,-0.58579189
"444",8026,10.38193,10,"lullaby",1,14,-1.5214207
"445",8026,10.38193,10,"lullaby",1,15,-1.0697523
"446",8026,10.38193,10,"lullaby",1,16,-0.58579189
"447",8026,10.38193,10,"lullaby",1,17,-1.0697523
"448",8026,10.38193,10,"lullaby",1,18,-1.5214207
"449",8026,10.38193,10,"lullaby",1,19,-0.065980345
"450",8026,10.38193,10,"lullaby",1,20,-0.58579189
